Pagina_QR,Spotify_URI,Info_Canco
67,https://www.youtube.com/watch?v=o7TnMCi5A-k,No detectat
67,https://www.youtube.com/watch?v=gaPJ5qodGX8,No detectat
69,https://www.youtube.com/watch?v=eSSZPgpV3xk,Que Hace Una Chica | Como Tu En Un Sitio
69,https://www.youtube.com/watch?v=6BA9-cWsZjs,Violetas | 1974
69,https://www.youtube.com/watch?v=o0z1fTtq0W8,No detectat
69,https://www.youtube.com/watch?v=O0M6wrP1SV4,No detectat
69,https://www.youtube.com/watch?v=Vxj261idkiI,No detectat
69,https://www.youtube.com/watch?v=s_nRGCXDUfQ,No detectat
69,https://www.youtube.com/watch?v=OCrL6MbQs1E,No detectat
69,https://www.youtube.com/watch?v=8AtSHZTwehY,No detectat
69,https://www.youtube.com/watch?v=V4Heh-WkI-w,No detectat
69,https://www.youtube.com/watch?v=sl4GO6pgRas,No detectat
69,https://www.youtube.com/watch?v=F4ES9Lqq2hA,No detectat
69,https://www.youtube.com/watch?v=ILbsDsa7Pg8,No detectat
71,https://www.youtube.com/watch?v=h5x5Ol-agFI,El Límite | 1989
71,https://www.youtube.com/watch?v=7FwBRkE7BWk,La Noche | 1967
71,https://www.youtube.com/watch?v=9sMa2DMAGp4,Cintura | 1966
71,https://www.youtube.com/watch?v=19wUQAiP3mM,Champán | 1996
71,https://www.youtube.com/watch?v=p1gYtnyOGQs,Anduriña | 1968
71,https://www.youtube.com/watch?v=xG_z6AOkh8A,No detectat
71,https://www.youtube.com/watch?v=XvPQRAfDGJU,No detectat
71,https://www.youtube.com/watch?v=TzITcAt9Lw0,No detectat
71,https://www.youtube.com/watch?v=XNxMRKwcLJk,No detectat
71,https://www.youtube.com/watch?v=QeuJKgOskMw,No detectat
71,https://www.youtube.com/watch?v=Py17HTnhLbM,No detectat
71,https://www.youtube.com/watch?v=OavXtKD5ufM,No detectat
73,https://www.youtube.com/watch?v=xkxcYXfS8Tk,Amigo | 1977
73,https://www.youtube.com/watch?v=RSOVVs78wr8,Feos | 1964
73,https://www.youtube.com/watch?v=TQzjT0gcgi8,Resistiré | 1997
73,https://www.youtube.com/watch?v=ay4XUA8JRNY,libertad | 1979
73,https://www.youtube.com/watch?v=3G9UhSDXn2k,El Puente | 1968
73,https://www.youtube.com/watch?v=MxYERoAq-dw,No detectat
73,https://www.youtube.com/watch?v=ShGH_3DFmk4,No detectat
73,https://www.youtube.com/watch?v=EFL1NdCDdlM,No detectat
73,https://www.youtube.com/watch?v=OX7AenK2GFw,No detectat
73,https://www.youtube.com/watch?v=LUtVPJ_QMeE,No detectat
73,https://www.youtube.com/watch?v=URRgBxPuuIw,No detectat
75,https://www.youtube.com/watch?v=qay3sfLVCzk,by Los Tres | Sudamericanos
75,https://www.youtube.com/watch?v=SsiL9guQ8w4,Juntos | 1981
75,https://www.youtube.com/watch?v=TjUhXbGdLYo,Verte | 1992
75,https://www.youtube.com/watch?v=HSpeF-Bu26E,mojado | 1980
75,https://www.youtube.com/watch?v=o2tLprSl14U,No detectat
75,https://www.youtube.com/watch?v=oGOv9K9f17c,No detectat
75,https://www.youtube.com/watch?v=0t5iCwpuD8I,No detectat
75,https://www.youtube.com/watch?v=l_8VJt8NEi8,No detectat
75,https://www.youtube.com/watch?v=K5PoEObhv_Y,No detectat
75,https://www.youtube.com/watch?v=mb494bsrbp0,No detectat
75,https://www.youtube.com/watch?v=QP2mvrGY94g,No detectat
75,https://www.youtube.com/watch?v=VtYHI_7ghnk,No detectat
77,https://www.youtube.com/watch?v=QchEbsBBf2g,primo | 2003
77,https://www.youtube.com/watch?v=7D04EEkIrlc,Danzar | 1987
77,https://www.youtube.com/watch?v=DZ57m9-iA4g,Mi Abuela | 1990
77,https://www.youtube.com/watch?v=39bq4JSOV98,azul | 1978
77,https://www.youtube.com/watch?v=yAF2zPgDzeY,Limones | 1996
77,https://www.youtube.com/watch?v=bEp831gtIzg,No detectat
77,https://www.youtube.com/watch?v=o3QVCx12sIo,No detectat
77,https://www.youtube.com/watch?v=U0D_jlEh8FU,No detectat
77,https://www.youtube.com/watch?v=mmybXAyMYpM,No detectat
77,https://www.youtube.com/watch?v=eUaK9sY-DaQ,No detectat
77,https://www.youtube.com/watch?v=QZy253zyT5U,No detectat
77,https://www.youtube.com/watch?v=dv958EeZXHc,No detectat
79,https://www.youtube.com/watch?v=6UBwtL__280,Las Babys | 2023
79,https://www.youtube.com/watch?v=2Fy8P1MVfsQ,Compra | 2001
79,https://www.youtube.com/watch?v=02d2P0KZWDk,el sol | 2010
79,https://www.youtube.com/watch?v=6P6lcLw_iaQ,Puta Vida | 2011
79,https://www.youtube.com/watch?v=w67-hlaUSIs,Carnaval | 1998
79,https://www.youtube.com/watch?v=wOjzo02Tmck,No detectat
79,https://www.youtube.com/watch?v=0nBFWzpWXuM,No detectat
